flops,data_num,img_size,model_param_num,total_data_inference_time
14,1,640,25091536,0.06854021659482837
14,2,640,25091536,0.13772297444997164
14,3,640,25091536,0.21265536122317696
14,4,640,25091536,0.2819284373753149
14,5,640,25091536,0.35108496858126514
14,6,640,25091536,0.4267426507908596
14,7,640,25091536,0.5002683737934219
14,8,640,25091536,0.564174440858461
14,9,640,25091536,0.63956589750065
14,10,640,25091536,0.7170845696966784
14,11,640,25091536,0.7815817606251398
14,12,640,25091536,0.8591020177852933
14,13,640,25091536,0.9279817069140857
14,14,640,25091536,0.9957753156023837
14,15,640,25091536,1.0672738411616378
14,16,640,25091536,1.138707003766918
14,17,640,25091536,1.2189695591646206
14,18,640,25091536,1.2835394060647205
14,19,640,25091536,1.3547231656096033
14,20,640,25091536,1.4286367105773015
14,21,640,25091536,1.504207913812837
14,22,640,25091536,1.5678068952073605
14,23,640,25091536,1.643771327367946
14,24,640,25091536,1.7155336694825163
14,25,640,25091536,1.7896056177011181
14,26,640,25091536,1.860483021261968
14,27,640,25091536,1.9316334630954883
14,28,640,25091536,2.004466587159119
14,29,640,25091536,2.075599214720486
14,30,640,25091536,2.1425943151077513
14,31,640,25091536,2.222879197090335
14,32,640,25091536,2.292424332893427
14,33,640,25091536,2.3635731064148766
14,34,640,25091536,2.434707607191054
14,35,640,25091536,2.5079980727832396
14,36,640,25091536,2.580874830769784
14,37,640,25091536,2.6452227299842392
14,38,640,25091536,2.716973064362895
14,39,640,25091536,2.79371548871025
14,40,640,25091536,2.858602230768578
14,41,640,25091536,2.9339614134536287
14,42,640,25091536,3.005623474542449
14,43,640,25091536,3.0740627672513794
14,44,640,25091536,3.1459003732194697
14,45,640,25091536,3.2191192541530222
14,46,640,25091536,3.296602379518136
14,47,640,25091536,3.369075853492593
14,48,640,25091536,3.4383268801812537
14,49,640,25091536,3.508945746762667
14,50,640,25091536,3.584591324983296
14,51,640,25091536,3.655347652965236
14,52,640,25091536,3.7224579493318775
14,53,640,25091536,3.7964052426377113
14,54,640,25091536,3.8643377935157788
14,55,640,25091536,3.9432537795640124
14,56,640,25091536,4.015528088231012
14,57,640,25091536,4.085044615785752
14,58,640,25091536,4.157893098054723
14,59,640,25091536,4.224522003152213
14,60,640,25091536,4.295150767670937
14,61,640,25091536,4.367974538108654
14,62,640,25091536,4.441304074031894
14,63,640,25091536,4.511540313923912
14,64,640,25091536,4.585890988640058
14,65,640,25091536,4.65330464738859
14,66,640,25091536,4.731639543093211
14,67,640,25091536,4.798033893032258
14,68,640,25091536,4.867679631694345
14,69,640,25091536,4.939784504667119
14,70,640,25091536,5.011405018133782
14,71,640,25091536,5.086443356071243
14,72,640,25091536,5.1575113858811585
14,73,640,25091536,5.225796797436763
14,74,640,25091536,5.305553229260232
14,75,640,25091536,5.3758692058559845
14,76,640,25091536,5.447268538370691
14,77,640,25091536,5.515566353111979
14,78,640,25091536,5.5928574896181935
14,79,640,25091536,5.657933190722168
14,80,640,25091536,5.728641559517583
14,81,640,25091536,5.80394227516801
14,82,640,25091536,5.875134537685755
14,83,640,25091536,5.947800529732
14,84,640,25091536,6.019401307475965
14,85,640,25091536,6.08972053480777
14,86,640,25091536,6.166714854942791
14,87,640,25091536,6.235632048285541
14,88,640,25091536,6.301715161855726
14,89,640,25091536,6.372560179167559
14,90,640,25091536,6.448703016616711
14,91,640,25091536,6.523967712184567
14,92,640,25091536,6.592102028697001
14,93,640,25091536,6.66480137032641
14,94,640,25091536,6.738925040520601
14,95,640,25091536,6.804491314767482
14,96,640,25091536,6.874566134297752
14,97,640,25091536,6.947518149032315
14,98,640,25091536,7.020538945160924
14,99,640,25091536,7.096694217355098
14,100,640,25091536,7.165996469480616
14,101,640,25091536,7.240460181202806
14,102,640,25091536,7.311213245978952
14,103,640,25091536,7.376232996609033
14,104,640,25091536,7.4497819205387
14,105,640,25091536,7.522843721822501
14,106,640,25091536,7.595748835476354
14,107,640,25091536,7.664771324599012
14,108,640,25091536,7.7412923417325095
14,109,640,25091536,7.809895372578763
14,110,640,25091536,7.886431320998895
14,111,640,25091536,7.958241740290114
14,112,640,25091536,8.029883930963868
14,113,640,25091536,8.101540958248204
14,114,640,25091536,8.173909455483743
14,115,640,25091536,8.246460658126393
14,116,640,25091536,8.316823658470339
14,117,640,25091536,8.381584038246615
14,118,640,25091536,8.459799292620234
14,119,640,25091536,8.532735662375114
14,120,640,25091536,8.60110229994211
14,121,640,25091536,8.674570770420056
14,122,640,25091536,8.745281469248319
14,123,640,25091536,8.815179303575285
14,124,640,25091536,8.884583411061607
14,125,640,25091536,8.95871220864802
14,126,640,25091536,9.025984344741232
14,127,640,25091536,9.106891503186917
14,128,640,25091536,9.176543669368693
14,129,640,25091536,9.244509038590122
14,130,640,25091536,9.315366724289655
14,131,640,25091536,9.38787593662583
14,132,640,25091536,9.4593680768253
14,133,640,25091536,9.534269787072075
14,134,640,25091536,9.60236681747898
14,135,640,25091536,9.675828018396603
14,136,640,25091536,9.74281105750691
14,137,640,25091536,9.814940969659567
14,138,640,25091536,9.895828963661879
14,139,640,25091536,9.959434868906499
14,140,640,25091536,10.031972480973582
14,141,640,25091536,10.106238944672656
14,142,640,25091536,10.177665785394987
14,143,640,25091536,10.245436122541046
14,144,640,25091536,10.325181349637251
14,145,640,25091536,10.388475713710466
14,146,640,25091536,10.465738060215719
14,147,640,25091536,10.538128202183058
14,148,640,25091536,10.607445902450372
14,149,640,25091536,10.67880755512081
14,150,640,25091536,10.75125043816645
14,151,640,25091536,10.824781960521836
14,152,640,25091536,10.893633229995311
14,153,640,25091536,10.969076288244636
14,154,640,25091536,11.04261228150915
14,155,640,25091536,11.10675637519116
14,156,640,25091536,11.186254523961768
14,157,640,25091536,11.252212593617706
14,158,640,25091536,11.326329137201155
14,159,640,25091536,11.391999581312293
14,160,640,25091536,11.473549335662938
14,161,640,25091536,11.539957236977406
14,162,640,25091536,11.617007367566893
14,163,640,25091536,11.679978382953408
14,164,640,25091536,11.752704365210025
14,165,640,25091536,11.8224279992755
14,166,640,25091536,11.897425595482117
14,167,640,25091536,11.969378273502448
14,168,640,25091536,12.041512614767464
14,169,640,25091536,12.117485151069834
14,170,640,25091536,12.189220050905401
14,171,640,25091536,12.258688895081528
14,172,640,25091536,12.333048200438254
14,173,640,25091536,12.400783224532091
14,174,640,25091536,12.469497579004752
14,175,640,25091536,12.548702352645433
14,176,640,25091536,12.611028539556854
14,177,640,25091536,12.685835516035997
14,178,640,25091536,12.754535904648437
14,179,640,25091536,12.827925356647489
14,180,640,25091536,12.90589504613182
14,181,640,25091536,12.9769121416881
14,182,640,25091536,13.043258951428783
14,183,640,25091536,13.115640149180967
14,184,640,25091536,13.191620326031527
14,185,640,25091536,13.260635380607807
14,186,640,25091536,13.32885379489057
14,187,640,25091536,13.40371111639146
14,188,640,25091536,13.47994150894347
14,189,640,25091536,13.544739811370833
14,190,640,25091536,13.616346843926303
14,191,640,25091536,13.691584550987578
14,192,640,25091536,13.758694996404873
14,193,640,25091536,13.836315593880043
14,194,640,25091536,13.906494846860603
14,195,640,25091536,13.97697877790029
14,196,640,25091536,14.053148736541116
14,197,640,25091536,14.124430044434304
14,198,640,25091536,14.196510429680433
14,199,640,25091536,14.263368133237375
14,1,640,25091536,0.06321966462002768
14,2,640,25091536,0.13378596623886485
14,3,640,25091536,0.20625891017554374
14,4,640,25091536,0.2845685444155568
14,5,640,25091536,0.3507090755112088
14,6,640,25091536,0.42076071920361435
14,7,640,25091536,0.4976470124077169
14,8,640,25091536,0.5724641173652003
14,9,640,25091536,0.6434978025882204
14,10,640,25091536,0.7124215678020263
14,11,640,25091536,0.7794238778610599
