flops,data_num,img_size,model_param_num,total_data_inference_time
14,1,640,43668288,0.06784710259658096
14,2,640,43668288,0.1399393738776868
14,3,640,43668288,0.21698199011557018
14,4,640,43668288,0.28181412239738557
14,5,640,43668288,0.3602697282144637
14,6,640,43668288,0.4358887549276756
14,7,640,43668288,0.5020131031054247
14,8,640,43668288,0.5761166090166262
14,9,640,43668288,0.6536898987072121
14,10,640,43668288,0.725921200854037
14,11,640,43668288,0.7924754824130991
14,12,640,43668288,0.8727164753190554
14,13,640,43668288,0.9391948787859447
14,14,640,43668288,1.0098740578485772
14,15,640,43668288,1.0903581889746232
14,16,640,43668288,1.1576779858673825
14,17,640,43668288,1.2359563883296534
14,18,640,43668288,1.3063789652251658
14,19,640,43668288,1.3756303475211633
14,20,640,43668288,1.4464170755420283
14,21,640,43668288,1.5241183180367077
14,22,640,43668288,1.5937561325766278
14,23,640,43668288,1.6739015058449354
14,24,640,43668288,1.7403073574729044
14,25,640,43668288,1.812459835681287
14,26,640,43668288,1.8896617365812252
14,27,640,43668288,1.9652744629272745
14,28,640,43668288,2.030025903739222
14,29,640,43668288,2.1084388236507694
14,30,640,43668288,2.182005009063964
14,31,640,43668288,2.251769801468368
14,32,640,43668288,2.322004203034572
14,33,640,43668288,2.3975069008418597
14,34,640,43668288,2.4690963402219945
14,35,640,43668288,2.547349828855986
14,36,640,43668288,2.617504687607211
14,37,640,43668288,2.6841223997762573
14,38,640,43668288,2.759926902397319
14,39,640,43668288,2.8296379883209895
14,40,640,43668288,2.9051289396451305
14,41,640,43668288,2.9798178912615105
14,42,640,43668288,3.048553318748042
14,43,640,43668288,3.124472102940654
14,44,640,43668288,3.1958456085869664
14,45,640,43668288,3.269984787284518
14,46,640,43668288,3.346300636331562
14,47,640,43668288,3.4161843236823155
14,48,640,43668288,3.494524310085492
14,49,640,43668288,3.561816132886028
14,50,640,43668288,3.6351773443158963
14,51,640,43668288,3.7036151371544124
14,52,640,43668288,3.7836975545949185
14,53,640,43668288,3.8559183622594326
14,54,640,43668288,3.92977244544421
14,55,640,43668288,3.997145884364003
14,56,640,43668288,4.071848813810952
14,57,640,43668288,4.144979886291862
14,58,640,43668288,4.221260308683519
14,59,640,43668288,4.294855780568696
14,60,640,43668288,4.360110315321992
14,61,640,43668288,4.439563967807258
14,62,640,43668288,4.5049810355470346
14,63,640,43668288,4.586113997991471
14,64,640,43668288,4.65556884957641
14,65,640,43668288,4.729405261759184
14,66,640,43668288,4.803273573571069
14,67,640,43668288,4.8697335333740295
14,68,640,43668288,4.944726658963622
14,69,640,43668288,5.016572969473172
14,70,640,43668288,5.094982506251557
14,71,640,43668288,5.165970509933846
14,72,640,43668288,5.234705636247892
14,73,640,43668288,5.313997974898825
14,74,640,43668288,5.387936083791699
14,75,640,43668288,5.454952637326727
14,76,640,43668288,5.531267887520328
14,77,640,43668288,5.606429899695984
14,78,640,43668288,5.671563499270618
14,79,640,43668288,5.751293365781177
14,80,640,43668288,5.815793551461486
14,81,640,43668288,5.893550039320772
14,82,640,43668288,5.966725673369482
14,83,640,43668288,6.034681323383059
14,84,640,43668288,6.1137539696045735
14,85,640,43668288,6.183919382673375
14,86,640,43668288,6.259804803374656
14,87,640,43668288,6.332531506706236
14,88,640,43668288,6.4038233645083835
14,89,640,43668288,6.479719362644181
14,90,640,43668288,6.547850560587584
14,91,640,43668288,6.620230162372418
14,92,640,43668288,6.697489151326537
14,93,640,43668288,6.763878054763023
14,94,640,43668288,6.835615877385548
14,95,640,43668288,6.912505259656875
14,96,640,43668288,6.982401667596581
14,97,640,43668288,7.057706864853055
14,98,640,43668288,7.132189107400178
14,99,640,43668288,7.207680552783823
14,100,640,43668288,7.275337973904074
14,101,640,43668288,7.350038519737555
14,102,640,43668288,7.4247253342437185
14,103,640,43668288,7.499005161461794
14,104,640,43668288,7.563686172563761
14,105,640,43668288,7.641339844247874
14,106,640,43668288,7.715591534277293
14,107,640,43668288,7.790152714665947
14,108,640,43668288,7.8551831964855445
14,109,640,43668288,7.931833427382796
14,110,640,43668288,8.008941904203226
14,111,640,43668288,8.080169893274434
14,112,640,43668288,8.15129624591549
14,113,640,43668288,8.224625280249578
14,114,640,43668288,8.290996722689691
14,115,640,43668288,8.37294781233106
14,116,640,43668288,8.444121024269535
14,117,640,43668288,8.513939530406983
14,118,640,43668288,8.582512764708842
14,119,640,43668288,8.66106772003442
14,120,640,43668288,8.729308741501203
14,121,640,43668288,8.80166734172527
14,122,640,43668288,8.88054537596277
14,123,640,43668288,8.95513033018726
14,124,640,43668288,9.02828525332581
14,125,640,43668288,9.096860117933588
14,126,640,43668288,9.168692512112626
14,127,640,43668288,9.242866109323487
14,128,640,43668288,9.310469813035564
14,129,640,43668288,9.386317225909368
14,130,640,43668288,9.456498508742252
14,131,640,43668288,9.535320720466808
14,132,640,43668288,9.60543432808445
14,133,640,43668288,9.677893828047443
14,134,640,43668288,9.753474686996066
14,135,640,43668288,9.82213404158568
14,136,640,43668288,9.89884106955333
14,137,640,43668288,9.972990985851927
14,138,640,43668288,10.03882042886318
14,139,640,43668288,10.118825166960944
14,140,640,43668288,10.185660072760067
14,141,640,43668288,10.259254283307163
14,142,640,43668288,10.33279434120579
14,143,640,43668288,10.407626392951652
14,144,640,43668288,10.475028161819626
14,145,640,43668288,10.548822454894324
14,146,640,43668288,10.62943153156852
14,147,640,43668288,10.69850619425316
14,148,640,43668288,10.768147485067521
14,149,640,43668288,10.847994324326601
14,150,640,43668288,10.917743333825616
14,151,640,43668288,10.984783627559123
14,152,640,43668288,11.066293603296893
14,153,640,43668288,11.136853398203787
14,154,640,43668288,11.20588721804085
14,155,640,43668288,11.27885118805485
14,156,640,43668288,11.35160466417068
14,157,640,43668288,11.421941221456168
14,158,640,43668288,11.500520918344852
14,159,640,43668288,11.573766664914407
14,160,640,43668288,11.643497202558146
14,161,640,43668288,11.718693446608276
14,162,640,43668288,11.791612098074996
14,163,640,43668288,11.861398683510801
14,164,640,43668288,11.93889607107789
14,165,640,43668288,12.011322903285215
14,166,640,43668288,12.085391191421053
14,167,640,43668288,12.154973749785222
14,168,640,43668288,12.224415754171538
14,169,640,43668288,12.295710057621015
14,170,640,43668288,12.377293836000032
14,171,640,43668288,12.44547773497897
14,172,640,43668288,12.520198376704816
14,173,640,43668288,12.594531060166405
14,174,640,43668288,12.668892256657085
14,175,640,43668288,12.733971583533647
14,176,640,43668288,12.80835715963977
14,177,640,43668288,12.880862815143864
14,178,640,43668288,12.956251391245768
14,179,640,43668288,13.024664116539018
14,180,640,43668288,13.098601189320437
14,181,640,43668288,13.170943170563833
14,182,640,43668288,13.246394649011217
14,183,640,43668288,13.315035502958846
14,184,640,43668288,13.391350656337192
14,185,640,43668288,13.463084753248816
14,186,640,43668288,13.534116770546927
14,187,640,43668288,13.606442219563702
14,188,640,43668288,13.684220659147197
14,189,640,43668288,13.760976955536433
14,190,640,43668288,13.827455158334526
14,191,640,43668288,13.904359908787763
14,192,640,43668288,13.972680925093238
14,193,640,43668288,14.046627679702151
14,194,640,43668288,14.117845740635945
14,195,640,43668288,14.194583815122764
14,196,640,43668288,14.268222323428638
14,197,640,43668288,14.33973450264484
14,198,640,43668288,14.4148193082505
14,199,640,43668288,14.483091766488098
