flops,data_num,img_size,model_param_num,total_data_inference_time
14,1,640,11156544,0.05958958387598501
14,2,640,11156544,0.12668962648175489
14,3,640,11156544,0.19488395007609224
14,4,640,11156544,0.2688193405212015
14,5,640,11156544,0.3308544278054611
14,6,640,11156544,0.39911578230092926
14,7,640,11156544,0.4674604386126429
14,8,640,11156544,0.5380168546364359
14,9,640,11156544,0.6091826197992628
14,10,640,11156544,0.6766636626638195
14,11,640,11156544,0.7402122503926256
14,12,640,11156544,0.8064969173857575
14,13,640,11156544,0.87504176522109
14,14,640,11156544,0.9418035852219806
14,15,640,11156544,1.018617212004121
14,16,640,11156544,1.0796283129268702
14,17,640,11156544,1.1463126631002682
14,18,640,11156544,1.2212859981364985
14,19,640,11156544,1.288145105762263
14,20,640,11156544,1.3495885345647882
14,21,640,11156544,1.4241078128183169
14,22,640,11156544,1.4927107004576987
14,23,640,11156544,1.5622601917156513
14,24,640,11156544,1.6214801748934755
14,25,640,11156544,1.6939010855257375
14,26,640,11156544,1.7568835503887925
14,27,640,11156544,1.826904112749945
14,28,640,11156544,1.8986144128243736
14,29,640,11156544,1.9628065381618096
14,30,640,11156544,2.0355848223018898
14,31,640,11156544,2.103131105441363
14,32,640,11156544,2.1640889271498907
14,33,640,11156544,2.2343058169505436
14,34,640,11156544,2.3021593999097867
14,35,640,11156544,2.373950455706992
14,36,640,11156544,2.43921177522841
14,37,640,11156544,2.511967586932569
14,38,640,11156544,2.5746773153635103
14,39,640,11156544,2.640137935275854
14,40,640,11156544,2.709746295510557
14,41,640,11156544,2.7768140307931066
14,42,640,11156544,2.8523542263250614
14,43,640,11156544,2.920171133645854
14,44,640,11156544,2.9885696309627074
14,45,640,11156544,3.051754764512174
14,46,640,11156544,3.124131996859394
14,47,640,11156544,3.192543657322048
14,48,640,11156544,3.254258636181047
14,49,640,11156544,3.323971482098606
14,50,640,11156544,3.388694923066945
14,51,640,11156544,3.4581103033651233
14,52,640,11156544,3.5247673799583388
14,53,640,11156544,3.6001665898538677
